pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,14.6986666666667,0.691,0.788,"Energized, inspired, happy",familiar-feeling-not-familiar,_c0ghyfm7p,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,9,"Energized, inspired, happy",happy,happy,8.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,0.976331360946742,0.552,0.008,"Was unsure what it was at first, but then thought it was Vivaldi, and then thought it was from A Portrait of a Lady on Fire (one of my faves) and got excited and happy towards the end. Might be wrong though as it's probably been in loads of stuff.",definitely-familiar,_edx1s71ct,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,1,Was unsure what it was at,"Was unsure what it was at first, but n thought it was Vivaldi, n thought it",unsure,1.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,4.22836855452239,0.752,0.488,"Was unsure what it was at first, but then thought it was Vivaldi, and then thought it was from A Portrait of a Lady on Fire (one of my faves) and got excited and happy towards the end. Might be wrong though as it's probably been in loads of stuff.",definitely-familiar,_edx1s71ct,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,2,Was unsure what it was at first,was from A Portrait Lady on Fire (one of my faves) got excited,excited,2.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,9.73795435333897,0.512,0.907,"Was unsure what it was at first, but then thought it was Vivaldi, and then thought it was from A Portrait of a Lady on Fire (one of my faves) and got excited and happy towards the end. Might be wrong though as it's probably been in loads of stuff.",definitely-familiar,_edx1s71ct,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,3,"thought it was Vivaldi,",happy towards. Might be wrong though as it's probably been in loads of stuff.,happy,8.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,1.13197278911565,0.823,0.267,"Exalted, energised, tense with some variations in tension",definitely-familiar,_p44ad1wtv,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,1,"Exalted, energised,","Exalted, energised,",exalted,2.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,5.53215419501134,0.728,0.102,"Exalted, energised, tense with some variations in tension",definitely-familiar,_p44ad1wtv,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,2,tense with,tense with,tense,3.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,9.40215091956337,0.828,0.347,"Exalted, energised, tense with some variations in tension",definitely-familiar,_p44ad1wtv,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,3,some variations,some variations,tense,3.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,13.0588741522412,0.833,0.192,"Exalted, energised, tense with some variations in tension",definitely-familiar,_p44ad1wtv,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,4,in tension ,in tension,tension,3.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,0.931263858093126,0.585,-0.434,"Overall rousing and energetic. Slightly aggressive on account of the minor key and strong rhythms. First marker is energetic, second it goes up a notch, third it pulls back in terms of energy and becomes more light",not-sure,_ske6mg95q,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,1,Overall rousing,rousing energetic. Slightly aggressive on account of minor key,rousing,2.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,4.97560975609756,0.575,-0.004,"Overall rousing and energetic. Slightly aggressive on account of the minor key and strong rhythms. First marker is energetic, second it goes up a notch, third it pulls back in terms of energy and becomes more light",not-sure,_ske6mg95q,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,2,energetic. Slightly aggressive on account of the minor key,"strong rhythms. First marker is energetic, second it goes up a notch, third",energetic,2.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1.mp3,9.67184035476718,0.135,0.181,"Overall rousing and energetic. Slightly aggressive on account of the minor key and strong rhythms. First marker is energetic, second it goes up a notch, third it pulls back in terms of energy and becomes more light",not-sure,_ske6mg95q,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024,1,3,strong rhythms,it pulls back in terms of energy becomes more light,light,0.0,thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_frontal_lobe_of_ki_taek_parasite_jung_jaeil_sample_2.mp3,2.67171573604062,0.0,0.0,"wondered what caused the low, silent sound
markers indicate familiar sounds",familiar-feeling-not-familiar,_s40nqv0su,Parasite,Jung Jaeil,The Frontal Lobe of Ki Taek  ,2019,0,Bong Joon Ho,Comedy Drama Thriller,KRA491900342,1,1,"wondered what caused the low,","wondered what caused low, silent",wonder,6.0,thefrontallobeofkitaekparasitejungjaeilsample2mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_frontal_lobe_of_ki_taek_parasite_jung_jaeil_sample_2.mp3,10.6763993231811,-0.127,-0.047,"wondered what caused the low, silent sound
markers indicate familiar sounds",familiar-feeling-not-familiar,_s40nqv0su,Parasite,Jung Jaeil,The Frontal Lobe of Ki Taek  ,2019,0,Bong Joon Ho,Comedy Drama Thriller,KRA491900342,1,2,silent sound markers indicate familiar sounds,sound familiar,low,4.0,thefrontallobeofkitaekparasitejungjaeilsample2mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_hungry_ghost__aaron_cupples_island_of_the_hungry_ghosts_sample_1.mp3,11.4293333333333,0.292,0.16,Lacking depth,familiar-feeling-not-familiar,_712wd9nfj,Island of the Hungry Ghosts,Aaron Cupples,The Hungry Ghost,2018,0,Gabrielle Brady,Documentary,QMB622011006,1,1,Lacking depth,Lacking depth,lack,4.0,thehungryghostaaroncupplesislandofthehungryghostssample1mp3.mp3
/audioFolder8//film-score-emotion-survey/audioFolder8/the_hungry_ghost__aaron_cupples_island_of_the_hungry_ghosts_sample_2.mp3,5.18933333333333,0.542,-0.745,I felt really quite distressed by this piece of music.,never-heard-this,_265vz9td6,Island of the Hungry Ghosts,Aaron Cupples,The Hungry Ghost,2018,0,Gabrielle Brady,Documentary,QMB622011006,1,1,I felt really quite distressed by this piece of music,really quite distressed by this piece of music.,distressed,3.0,thehungryghostaaroncupplesislandofthehungryghostssample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,2.56533333333333,0.168,0.72,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,_0sca4vavd,The Hunt,Nikolaj Egeland,The Hunt Theme,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,1,"this one feels harder to interpret, it feels positive starting, feels joyous","this one harder to interpret, it positive starting, joyous n by that",positive,8.0,thehuntthemenikolajegelandsample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,8.928,0.178,-0.36,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,_0sca4vavd,The Hunt,Nikolaj Egeland,The Hunt Theme,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,2,by that guitar note or chord it changes,"guitar note or chord it changes sadder, still with a low energy, it",joyous,8.0,thehuntthemenikolajegelandsample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,11.1461808382807,-0.097,-0.525,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,_0sca4vavd,The Hunt,Nikolaj Egeland,The Hunt Theme,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,3,"feels sadder, still with a low energy, it feels sadder still by the",sadder still by third note n at of it,sadder,4.0,thehuntthemenikolajegelandsample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,13.6191321550376,0.238,0.205,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,_0sca4vavd,The Hunt,Nikolaj Egeland,The Hunt Theme,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,4,this one feels harder to interpret,"slightly positive again, less so because of initial positive.",sadder,4.0,thehuntthemenikolajegelandsample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_1.mp3,1.45664963831075,-0.463,-0.463,"Overall the exerpt feels slow and lethargic, shown by the first marker. The second marker shows how the harmonica stirred a sense of nostalgia in me and the third marker shows how I relaxed more as I listened to the exerpt. ",familiar-feeling-not-familiar,_p2k6xo9mj,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,1,Overall the exerpt feels slow,"exerpt slow lethargic, shown by first marker. second",lethargic,7.0,theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_1.mp3,3.29822983833409,-0.288,-0.093,"Overall the exerpt feels slow and lethargic, shown by the first marker. The second marker shows how the harmonica stirred a sense of nostalgia in me and the third marker shows how I relaxed more as I listened to the exerpt. ",familiar-feeling-not-familiar,_p2k6xo9mj,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,2,"lethargic, shown by the",marker shows how harmonica stirred a sense of nostalgia in me,nostalgia,0.0,theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_1.mp3,8.54731461462083,-0.489,-0.103,"Overall the exerpt feels slow and lethargic, shown by the first marker. The second marker shows how the harmonica stirred a sense of nostalgia in me and the third marker shows how I relaxed more as I listened to the exerpt. ",familiar-feeling-not-familiar,_p2k6xo9mj,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,3,The second marker shows how the harmonica stirred a sense of nostalgia in me and the third marker shows how i relaxed more as i listened to the exerpt.,third marker shows how I relaxed more as I listened exerpt.,relaxed,0.0,theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_2.mp3,4.77009282700422,0.35,-0.565,Overall the excerpt gives a tense feeling of the unexpected. The first marker indicates where the mood felt less positive and uncertain as the harmonica played. The second marker indicates where the mood shifts even further to portray a deeper negative feeling of uncertainty.,never-heard-this,_q51241jcy,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,1,Overall the excerpt gives a tense feeling of the unexpected. The,gives a tense unexpected. first marker s where mood felt less positive uncertain,tense,3.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_2.mp3,8.09776687763713,0.355,-0.73,Overall the excerpt gives a tense feeling of the unexpected. The first marker indicates where the mood felt less positive and uncertain as the harmonica played. The second marker indicates where the mood shifts even further to portray a deeper negative feeling of uncertainty.,never-heard-this,_q51241jcy,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,2,marker indicates where the mood felt less positive,as harmonica played. second marker s where mood shifts even furr to portray a deeper negative uncertainty.,uncertainty,3.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_2.mp3,8.53333333333334,0.0,0.0,hints of sadness and melancholy.,familiar-feeling-not-familiar,_qibqxzg21,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,1,hints of sadness and melancholy,hints of,sadness,4.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_2.mp3,11.584,0.004,-0.063,hints of sadness and melancholy.,familiar-feeling-not-familiar,_qibqxzg21,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,2,hints of sadness and melancholy,sadness,melancholy,4.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Irishman__Robbie_Robertson_-_Theme_for_The_Irishman_sample_2.mp3,14.466980060116,-0.266,-0.798,hints of sadness and melancholy.,familiar-feeling-not-familiar,_qibqxzg21,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,3,sadness and melancholy.,melancholy.,melancholy,4.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Log_Marius_de_Vries_Coda_sample_2.mp3,0.211448925752098,-0.31,-0.808,very childlike but also sad. in a way hopeful for the child. ,familiar-feeling-not-familiar,_o8em397t4,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,USUG12103734,1,1,very childlike,child but also sad. in a hopeful for child.,hopeful,0.0,thelogmariusdevriescodasample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Mystery_of_Inisherin_Carter_Burwell_The_Banshees_Of_Inisherin_sample_1.mp3,0.0082370257079623,-0.458,0.182,"Gorgeous - inquisitive and playful at first, and then the flute gives the whole excerpt a warm and cozy feeling. Makes me think of playing Skyrim by the fire. ",familiar-feeling-not-familiar,_3g7glzy1o,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,1,Gorgeous - inquisitive,"Gorgeous - inquisitive playful at first, n flute gives whole",gorgeous,0.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Mystery_of_Inisherin_Carter_Burwell_The_Banshees_Of_Inisherin_sample_1.mp3,3.9111087671648300,-0.472,0.822,"Gorgeous - inquisitive and playful at first, and then the flute gives the whole excerpt a warm and cozy feeling. Makes me think of playing Skyrim by the fire. ",familiar-feeling-not-familiar,_3g7glzy1o,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,2,playful at,a warm cozy. Makes me think of playing Skyrim by fire.,inquisitive,6.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,1.12622230002497,0.154,0.44,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,1,kinda bittersweet goodbye,kinda bittersweet goodbye kinda,ittersweet,4.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,3.5178231292517,0.159,0.295,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,2,"kinda mood vibes,","mood vibes, kinda general",progress,6.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,5.47990929705215,0.204,0.135,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,3,kinda general mood,mood but wiv nice,nice,8.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,9.40408163265306,0.244,-0.025,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,4,but wiv nice,subtle progressions or degressions,subtle,6.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,11.5867573696145,0.189,-0.125,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,5,subtle progressions or,wiv chords,ittersweet,4.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/The_Wings_Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,13.6301133786848,0.124,-0.31,"kinda bittersweet goodbye kinda mood vibes, kinda general mood but wiv nice subtle progressions or degressions wiv the chords",familiar-feeling-not-familiar,_pzsnt1bjf,Brokeback Mountain,Gustavo Santaolalla,The Wings,2006,0,Ang Lee,Horror Mystery Thriller,USUG10500521,1,6,degressions wiv the chords,wiv chords,ittersweet,4.0,thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Trent-reznor-and-atticus-ross-epiphany__soul_sample_1.mp3,1.61143424036281,-0.292,0.287,"This piece felt calm and peaceful as if near water, it felt reflective.",familiar-feeling-not-familiar,_mbznndod0,Soul,"Trent Reznor, Atticus Ross",Epiphany,2020,0,"Pete Docter, Kemp Powers",Animation Adventure Comedy,USWD12097257,1,1,This piece felt,calm,calm,0.0,trentreznorandatticusrossepiphanysoulsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Trent-reznor-and-atticus-ross-epiphany__soul_sample_1.mp3,4.75819727891156,-0.502,0.397,"This piece felt calm and peaceful as if near water, it felt reflective.",familiar-feeling-not-familiar,_mbznndod0,Soul,"Trent Reznor, Atticus Ross",Epiphany,2020,0,"Pete Docter, Kemp Powers",Animation Adventure Comedy,USWD12097257,1,2,calm and peaceful,peaceful as if,peaceful,0.0,trentreznorandatticusrossepiphanysoulsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Trent-reznor-and-atticus-ross-epiphany__soul_sample_1.mp3,8.46132086167801,-0.317,0.507,"This piece felt calm and peaceful as if near water, it felt reflective.",familiar-feeling-not-familiar,_mbznndod0,Soul,"Trent Reznor, Atticus Ross",Epiphany,2020,0,"Pete Docter, Kemp Powers",Animation Adventure Comedy,USWD12097257,1,3,as if near,"near water, it felt",water,0.0,trentreznorandatticusrossepiphanysoulsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Trent-reznor-and-atticus-ross-epiphany__soul_sample_1.mp3,11.9919921875,-0.352,0.622,"This piece felt calm and peaceful as if near water, it felt reflective.",familiar-feeling-not-familiar,_mbznndod0,Soul,"Trent Reznor, Atticus Ross",Epiphany,2020,0,"Pete Docter, Kemp Powers",Animation Adventure Comedy,USWD12097257,1,4,"water, it felt reflective.",reflective.,reflective,0.0,trentreznorandatticusrossepiphanysoulsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Vehicular_Jeff-slaughter_Leo_Birenberg_Bottoms_sample_1.mp3,3.84346979912421,0.573,-0.595,false input,never-heard-this,_za13pvot1,Bottoms,Leo Birenberg,Vehicular Jeff-Slaughter,2023,0,Emma Seligman,Drama,USQX92304702,1,1,false input,false input,FALSE,1.0,vehicularjeffslaughterleobirenbergbottomssample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Vehicular_Jeff-slaughter_Leo_Birenberg_Bottoms_sample_2.mp3,2.48,0.272,-0.052,"Quite tense or cinematic in style, a feeling like something was going to happen.",never-heard-this,_y2vhjrnid,Bottoms,Leo Birenberg,Vehicular Jeff-Slaughter,2023,0,Emma Seligman,Drama,USQX92304702,1,1,Quite tense or,Quite tense or cinematic,tense,3.0,vehicularjeffslaughterleobirenbergbottomssample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Vehicular_Jeff-slaughter_Leo_Birenberg_Bottoms_sample_2.mp3,5.08,0.402,0.068,"Quite tense or cinematic in style, a feeling like something was going to happen.",never-heard-this,_y2vhjrnid,Bottoms,Leo Birenberg,Vehicular Jeff-Slaughter,2023,0,Emma Seligman,Drama,USQX92304702,1,2,"cinematic in style,","in style, a",tense,3.0,vehicularjeffslaughterleobirenbergbottomssample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Vehicular_Jeff-slaughter_Leo_Birenberg_Bottoms_sample_2.mp3,9.46933333333333,0.525,-0.102,"Quite tense or cinematic in style, a feeling like something was going to happen.",never-heard-this,_y2vhjrnid,Bottoms,Leo Birenberg,Vehicular Jeff-Slaughter,2023,0,Emma Seligman,Drama,USQX92304702,1,3,a feeling like,something was going,tense,3.0,vehicularjeffslaughterleobirenbergbottomssample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/Vehicular_Jeff-slaughter_Leo_Birenberg_Bottoms_sample_2.mp3,14.0906666666667,0.57,0.083,"Quite tense or cinematic in style, a feeling like something was going to happen.",never-heard-this,_y2vhjrnid,Bottoms,Leo Birenberg,Vehicular Jeff-Slaughter,2023,0,Emma Seligman,Drama,USQX92304702,1,4,something was going to happen.,to happen.,tense,3.0,vehicularjeffslaughterleobirenbergbottomssample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,0.186252771618625,0.367,0.266,This one felt more like a resolution (typical of end credits) so not at any extremes of emotion or energy. Quite pleasant.,never-heard-this,_19x1mwtfx,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,1,This one felt more,This one felt more,resolution,0.0,thehunttheendnikolajegelundsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,4.54988913525499,0.447,0.096,This one felt more like a resolution (typical of end credits) so not at any extremes of emotion or energy. Quite pleasant.,never-heard-this,_19x1mwtfx,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,2,like a resolution (typical,a resolution (typical of end,pleasant,8.0,thehunttheendnikolajegelundsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,8.38137472283814,0.437,0.261,This one felt more like a resolution (typical of end credits) so not at any extremes of emotion or energy. Quite pleasant.,never-heard-this,_19x1mwtfx,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,3,of end credits) so,credits) so not at any,resolution,0.0,thehunttheendnikolajegelundsample1mp3.mp3
